date,Unnamed: 0,id,text,coordinates,geo,place,date,retweet_count,retweeted,prediction,log_pos_proba,pos_proba
2020-04-27 00:07:33,3799,1254562792809455622,"“Throw your fucking hands up!”
😜
Last year during KINGSDAY I played some tunes at the Amstelveld in an incrdible li… https://t.co/UPfQrLiou5","{'type': 'Point', 'coordinates': [4.8967, 52.3622]}","{'type': 'Point', 'coordinates': [52.3622, 4.8967]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='99cdab25eddd6bce', url='https://api.twitter.com/1.1/geo/id/99cdab25eddd6bce.json', place_type='city', name='Amsterdam', full_name='Amsterdam, Niederlande', country_code='NL', country='Niederlande', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[4.7288999, 52.2782266], [5.0792072, 52.2782266], [5.0792072, 52.4312289], [4.7288999, 52.4312289]]]), attributes={})",2020-04-27 00:07:33,0,False,4,-0.4710091657590337,0.6243718555432087
2020-04-27 00:09:11,3800,1254563204962934787,"Well done!  I really enjoyed this!  Who watched?  What did you think?

#strongertogether #canadastrong #covid19… https://t.co/PlAbCVHWxW","{'type': 'Point', 'coordinates': [-79.0819099, 43.83782]}","{'type': 'Point', 'coordinates': [43.83782, -79.0819099]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='5572be96e7fdec45', url='https://api.twitter.com/1.1/geo/id/5572be96e7fdec45.json', place_type='city', name='Pickering', full_name='Pickering, Ontario', country_code='CA', country='Kanada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-79.220024, 43.554887], [-78.852434, 43.554887], [-78.852434, 44.01077], [-79.220024, 44.01077]]]), attributes={})",2020-04-27 00:09:11,0,False,4,-0.07759914810943475,0.9253352746052323
2020-04-27 00:09:55,3801,1254563388128190466,"458 New COVID-19 Cases is largest single-day increase; Sussex County now has more cases than New Castle County

Tod… https://t.co/YaLRurMziU","{'type': 'Point', 'coordinates': [-75.5516, 39.7486]}","{'type': 'Point', 'coordinates': [39.7486, -75.5516]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='3f5897b87d2bf56c', url='https://api.twitter.com/1.1/geo/id/3f5897b87d2bf56c.json', place_type='admin', name='Delaware', full_name='Delaware, USA', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-75.7887564, 38.4510398], [-74.984165, 38.4510398], [-74.984165, 39.839007], [-75.7887564, 39.839007]]]), attributes={})",2020-04-27 00:09:55,1,False,4,-0.5853080628277159,0.5569342646377594
2020-04-27 00:11:44,3802,1254563846716559361,"My Sunday Evening Selfie April 26th,2020 7:11 P.M. one day left until the one year anniversary of Prom 2k19 😭😭😭😭😭😭😭… https://t.co/H7UCNaQm9Z","{'type': 'Point', 'coordinates': [-96.4108, 33.6136]}","{'type': 'Point', 'coordinates': [33.6136, -96.4108]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='e0060cda70f5f341', url='https://api.twitter.com/1.1/geo/id/e0060cda70f5f341.json', place_type='admin', name='Texas', full_name='Texas, USA', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-106.645646, 25.837092], [-93.508131, 25.837092], [-93.508131, 36.500695], [-106.645646, 36.500695]]]), attributes={})",2020-04-27 00:11:44,0,False,4,-0.5191100832110642,0.5950498572728855
2020-04-27 00:12:52,3803,1254564133376274433,"Lighting tests in the time of coronavirus.

#homestudio #filmmaker #lighting #portraitphotography #quarantinelife… https://t.co/sqp5WOsRgg","{'type': 'Point', 'coordinates': [-77.30888, 38.84179]}","{'type': 'Point', 'coordinates': [38.84179, -77.30888]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='e4aee3ab11ef52a6', url='https://api.twitter.com/1.1/geo/id/e4aee3ab11ef52a6.json', place_type='city', name='Fairfax', full_name='Fairfax, VA', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-77.335163, 38.83278], [-77.268663, 38.83278], [-77.268663, 38.872421], [-77.335163, 38.872421]]]), attributes={})",2020-04-27 00:12:52,1,False,4,-0.6763885111233254,0.508449941844339
2020-04-27 00:13:18,3804,1254564241555759104,"Aloof. 

#music #heavymetal #metal #metalhead #boxing #muaythai #fighter #warrior #badass #rebel #renegade… https://t.co/CWWI1IGWq2","{'type': 'Point', 'coordinates': [-66.63911, 45.96063]}","{'type': 'Point', 'coordinates': [45.96063, -66.63911]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='349f43f819b079b9', url='https://api.twitter.com/1.1/geo/id/349f43f819b079b9.json', place_type='city', name='Fredericton', full_name='Fredericton, New Brunswick', country_code='CA', country='Kanada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-66.783402, 45.868781], [-66.549753, 45.868781], [-66.549753, 46.022143], [-66.783402, 46.022143]]]), attributes={})",2020-04-27 00:13:18,0,False,4,-0.10672597577829884,0.8987719245264271
2020-04-27 00:14:06,3805,1254564444798988288,Sunset from our front porch tonight. Photo credits: @noleintn #sunset #florida #dinner #palmtrees #coronavirus @ La… https://t.co/kfSMCHGVv5,"{'type': 'Point', 'coordinates': [-81.3221, 28.7572]}","{'type': 'Point', 'coordinates': [28.7572, -81.3221]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='119a13e394cab98e', url='https://api.twitter.com/1.1/geo/id/119a13e394cab98e.json', place_type='city', name='Lake Mary', full_name='Lake Mary, FL', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-81.3734329, 28.726142], [-81.291154, 28.726142], [-81.291154, 28.7888312], [-81.3734329, 28.7888312]]]), attributes={})",2020-04-27 00:14:06,0,False,4,-0.19113472921684888,0.8260212914522058
2020-04-27 00:15:04,3806,1254564687922049024,"There is no point talking to Trump. We need to talk past him! #25thAmendmentNow!

 https://t.co/q1xceKEmTB","{'type': 'Point', 'coordinates': [-77.0254441, 38.9394419]}","{'type': 'Point', 'coordinates': [38.9394419, -77.0254441]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='01fbe706f872cb32', url='https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', place_type='city', name='Washington', full_name='Washington, DC', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]), attributes={})",2020-04-27 00:15:04,0,False,0,-0.8770404748855605,0.4160122904170425
2020-04-27 00:15:32,3807,1254564801453469696,Please help me raise awareness about #allinchallenge I donated &amp; 💯 % of all donations goes to feed hungry during Co… https://t.co/ke2q74Wk2l,"{'type': 'Point', 'coordinates': [-80.1001, 26.3687]}","{'type': 'Point', 'coordinates': [26.3687, -80.1001]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='d1cd39353c51904d', url='https://api.twitter.com/1.1/geo/id/d1cd39353c51904d.json', place_type='city', name='Boca Raton', full_name='Boca Raton, FL', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-80.2039913, 26.320692], [-80.065981, 26.320692], [-80.065981, 26.427259], [-80.2039913, 26.427259]]]), attributes={})",2020-04-27 00:15:32,0,False,4,-0.5405639013435241,0.5824197324866479
2020-04-27 00:15:43,3808,1254564848039538688,The 5th race for The Coronavirus 6 Pack Virtual Racing Series is ✅ Out of all the races so far I felt the best on t… https://t.co/qd7qrxpDGv,,,,2020-04-27 00:15:43,0,False,4,-0.4077303183977655,0.6651582355754161
