date,Unnamed: 0,id,text,coordinates,geo,place,date,retweet_count,retweeted,prediction,log_pos_proba,pos_proba
2020-04-28 00:01:16,4579,1254923602182299648,Monday night vibes #quarantine smoke #cigar 💨 #cohiba #bourbon #whisky #jeffersonoceanbourbon #caskstrength… https://t.co/J64jP4rtJV,"{'type': 'Point', 'coordinates': [-74.01715, 40.78878]}","{'type': 'Point', 'coordinates': [40.78878, -74.01715]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='8479859139338fb7', url='https://api.twitter.com/1.1/geo/id/8479859139338fb7.json', place_type='city', name='West New York', full_name='West New York, NJ', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-74.023591, 40.778186], [-73.99818, 40.778186], [-73.99818, 40.796544], [-74.023591, 40.796544]]]), attributes={})",2020-04-28 00:01:16,0,False,4,-0.5386370291092429,0.5835430628073145
2020-04-28 00:03:31,4580,1254924168325410819,Corona CA Mon Apr 27th PM Forecast: TONIGHT Mostly Clear Lo 59 TUESDAY Mostly Sunny Hi 93,"{'type': 'Point', 'coordinates': [-117.5655, 33.8752]}","{'type': 'Point', 'coordinates': [33.8752, -117.5655]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='5e4b6834e36e68fa', url='https://api.twitter.com/1.1/geo/id/5e4b6834e36e68fa.json', place_type='city', name='Corona', full_name='Corona, CA', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-117.672915, 33.802102], [-117.498401, 33.802102], [-117.498401, 33.916084], [-117.672915, 33.916084]]]), attributes={})",2020-04-28 00:03:31,0,False,4,-0.11417480393780614,0.8921019993094899
2020-04-28 00:03:43,4581,1254924218279624705,"Reposted from bloombergbusiness The 9-to-5 workday, or any semblance of it, seems like a relic of a bygone era. 
Wi… https://t.co/PqdlXpPuf4","{'type': 'Point', 'coordinates': [-66.91487202, 10.50502625]}","{'type': 'Point', 'coordinates': [10.50502625, -66.91487202]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='00ec4c32070f5076', url='https://api.twitter.com/1.1/geo/id/00ec4c32070f5076.json', place_type='city', name='Caracas', full_name='Caracas, Venezuela', country_code='VE', country='Venezuela', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-66.9985809, 10.440464], [-66.862707, 10.440464], [-66.862707, 10.5266142], [-66.9985809, 10.5266142]]]), attributes={})",2020-04-28 00:03:43,0,False,0,-0.9392139214281959,0.3909350202493588
2020-04-28 00:04:47,4582,1254924485372723204,"During this coronavirus pandemic URBAN TANDOOR, located in Harrison, NJ has been distributing individual packaged h… https://t.co/EeU1ZIsYz6","{'type': 'Point', 'coordinates': [-74.16000277, 40.74610276]}","{'type': 'Point', 'coordinates': [40.74610276, -74.16000277]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='75ba1d57eca49b3f', url='https://api.twitter.com/1.1/geo/id/75ba1d57eca49b3f.json', place_type='city', name='Harrison', full_name='Harrison, NJ', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-74.165221, 40.734214], [-74.138181, 40.734214], [-74.138181, 40.75402], [-74.165221, 40.75402]]]), attributes={})",2020-04-28 00:04:47,0,False,4,-0.4949420455421254,0.6096062356714863
2020-04-28 00:05:02,4583,1254924547439988736,Fighting Stigma: Coronavirus Ireland: Copper Face Jacks has apparent timeline for reopening as reports suggest ...:… https://t.co/1GjnOqcqZl,"{'type': 'Point', 'coordinates': [-73.56725453, 45.75975883]}","{'type': 'Point', 'coordinates': [45.75975883, -73.56725453]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='370e82cb8dff6189', url='https://api.twitter.com/1.1/geo/id/370e82cb8dff6189.json', place_type='city', name='Mascouche', full_name='Mascouche, Québec', country_code='CA', country='Kanada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-73.700164, 45.716103], [-73.526116, 45.716103], [-73.526116, 45.821364], [-73.700164, 45.821364]]]), attributes={})",2020-04-28 00:05:02,0,False,0,-0.9715495819106628,0.37849607277779207
2020-04-28 00:07:52,4584,1254925260660629504,#Bathway is #official a #ghosttown 😓🧐😲 #F-covid19 @ matthew_all_by_myself https://t.co/L8hU4Ukkao,"{'type': 'Point', 'coordinates': [-61.6259408, 12.18743861]}","{'type': 'Point', 'coordinates': [12.18743861, -61.6259408]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='ba1b68ac534ec439', url='https://api.twitter.com/1.1/geo/id/ba1b68ac534ec439.json', place_type='country', name='Grenada', full_name='Grenada', country_code='GD', country='Grenada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-61.80292, 11.98715], [-61.37852, 11.98715], [-61.37852, 12.52995], [-61.80292, 12.52995]]]), attributes={})",2020-04-28 00:07:52,0,False,4,-0.4080610248430384,0.6649382998288739
2020-04-28 00:08:17,4585,1254925365602127874,The Big Ten only comes around once and we were determined not to allow COVID-19 to ruin his day.  Amazon was our go… https://t.co/9ZG2BEpn68,"{'type': 'Point', 'coordinates': [-80.84333333, 35.22694444]}","{'type': 'Point', 'coordinates': [35.22694444, -80.84333333]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='512a8a4a4c4b4be0', url='https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json', place_type='city', name='Charlotte', full_name='Charlotte, NC', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-81.046876, 35.001706], [-80.646695, 35.001706], [-80.646695, 35.416412], [-81.046876, 35.416412]]]), attributes={})",2020-04-28 00:08:17,0,False,0,-1.3817517230505243,0.2511382428726884
2020-04-28 00:08:36,4586,1254925444664578048,"When you have to be #Creative 🎨 and make your own #Sign 🛑, during the #COVID19 😷 #Outbreak! 👍 Pic: #JamminJo /… https://t.co/gvTqxGYIR2","{'type': 'Point', 'coordinates': [-118.338, 34.1787]}","{'type': 'Point', 'coordinates': [34.1787, -118.338]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='b0b79caecef59fb5', url='https://api.twitter.com/1.1/geo/id/b0b79caecef59fb5.json', place_type='city', name='Burbank', full_name='Burbank, CA', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-118.37032, 34.1426298], [-118.2799703, 34.1426298], [-118.2799703, 34.2216898], [-118.37032, 34.2216898]]]), attributes={})",2020-04-28 00:08:36,1,False,4,-0.23963014761850626,0.7869188510626727
2020-04-28 00:10:17,4587,1254925869254086658,“So I’m almost out of my Covid-19 goldfish hoard stockpile ... soooo ... when can we go to church again ?” .... soo… https://t.co/D3S5v3yQFX,"{'type': 'Point', 'coordinates': [-97.29878394, 33.09223873]}","{'type': 'Point', 'coordinates': [33.09223873, -97.29878394]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='0116007b512a8d75', url='https://api.twitter.com/1.1/geo/id/0116007b512a8d75.json', place_type='city', name='Justin', full_name='Justin, TX', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-97.309677, 33.06992], [-97.281745, 33.06992], [-97.281745, 33.100149], [-97.309677, 33.100149]]]), attributes={})",2020-04-28 00:10:17,0,False,0,-0.977397368987606,0.3762891673802144
2020-04-28 00:10:18,4588,1254925876371902467,pigs raised for meat aren't being processed because of #covid prompting at least one farmer in Minnesota to put his… https://t.co/de28S9cFV0,"{'type': 'Point', 'coordinates': [-92.98555556, 44.27222222]}","{'type': 'Point', 'coordinates': [44.27222222, -92.98555556]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='9807c5c5f7a2c6ce', url='https://api.twitter.com/1.1/geo/id/9807c5c5f7a2c6ce.json', place_type='admin', name='Minnesota', full_name='Minnesota, USA', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-97.239256, 43.499362], [-89.483385, 43.499362], [-89.483385, 49.384359], [-97.239256, 49.384359]]]), attributes={})",2020-04-28 00:10:18,0,False,0,-0.9331394062363544,0.3933169882949315
