date,Unnamed: 0,id,text,coordinates,geo,place,date,retweet_count,retweeted,prediction,log_pos_proba,pos_proba
2020-08-12 00:01:07,18029,1293336676257992704,You must buy boiled eggs with each drink FOR PUBLIC HEALTH! Obviously covid can’t spread where this many eggs are s… https://t.co/VuBxsNHiqg,"{'type': 'Point', 'coordinates': [-75.17996394, 39.96502462]}","{'type': 'Point', 'coordinates': [39.96502462, -75.17996394]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='e4a0d228eb6be76b', url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', place_type='city', name='Philadelphia', full_name='Philadelphia, PA', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]), attributes={})",2020-08-12 00:01:07,0,False,4,-0.24426133845208606,0.7832829055702007
2020-08-12 00:01:15,18030,1293336711511121921,"#wynwood #wynwoodmiami #wynwoodartdistrict #covid19 ✌️ @ Wynwood Walls &amp; Art District, Miami https://t.co/Yu3x6M9u2D","{'type': 'Point', 'coordinates': [-80.19960788, 25.80115248]}","{'type': 'Point', 'coordinates': [25.80115248, -80.19960788]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='04cb31bae3b3af93', url='https://api.twitter.com/1.1/geo/id/04cb31bae3b3af93.json', place_type='city', name='Miami', full_name='Miami, FL', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-80.321683, 25.7090404], [-80.144974, 25.7090404], [-80.144974, 25.855667], [-80.321683, 25.855667]]]), attributes={})",2020-08-12 00:01:15,0,False,4,-0.2990903062921322,0.7414924449780501
2020-08-12 00:01:48,18031,1293336848106786816,"Finally after 7days of going to gym non-stop, eating healthy &amp; sleeping well.. my quarantine belly is almost comple… https://t.co/WgLOonRNlY","{'type': 'Point', 'coordinates': [-1.1453, 52.9492]}","{'type': 'Point', 'coordinates': [52.9492, -1.1453]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='7d7bdec12d2549d4', url='https://api.twitter.com/1.1/geo/id/7d7bdec12d2549d4.json', place_type='city', name='Nottingham', full_name='Nottingham, England', country_code='GB', country='Vereinigtes Königreich', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-1.2501363, 52.921473], [-1.094396, 52.921473], [-1.094396, 53.017965], [-1.2501363, 53.017965]]]), attributes={})",2020-08-12 00:01:48,0,False,4,-0.3788713262781607,0.6846337013652576
2020-08-12 00:03:31,18032,1293337280359391233,The best part of our day...when kids love spending their days here playing and learning all day. #kidsgymberkeley… https://t.co/imS9kdkYWG,"{'type': 'Point', 'coordinates': [-122.29218, 37.85173]}","{'type': 'Point', 'coordinates': [37.85173, -122.29218]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='5ef5b7f391e30aff', url='https://api.twitter.com/1.1/geo/id/5ef5b7f391e30aff.json', place_type='city', name='Berkeley', full_name='Berkeley, CA', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-122.324818, 37.8459532], [-122.234225, 37.8459532], [-122.234225, 37.905738], [-122.324818, 37.905738]]]), attributes={})",2020-08-12 00:03:31,0,False,4,-0.0882972595054205,0.9154886985538055
2020-08-12 00:04:32,18033,1293337538048823296,THK | NRoom — Five at-home exercises with Hong Kong physiotherapist Simon ten Cate Brouwer to help with ...: Hong K… https://t.co/1MxuVTETSh,"{'type': 'Point', 'coordinates': [100.65507813, 13.86200131]}","{'type': 'Point', 'coordinates': [13.86200131, 100.65507813]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='00adfc303ce5a941', url='https://api.twitter.com/1.1/geo/id/00adfc303ce5a941.json', place_type='city', name='ท่าแร้ง', full_name='ท่าแร้ง, ประเทศไทย', country_code='TH', country='Thailand', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[100.6189401, 13.8425093], [100.6857012, 13.8425093], [100.6857012, 13.886681], [100.6189401, 13.886681]]]), attributes={})",2020-08-12 00:04:32,1,False,4,-0.3291272974792996,0.7195514138355815
2020-08-12 00:04:33,18034,1293337539223236610,THK | NRoom — The big test for Beijing: will Hongkongers accept a made-in-China coronavirus vaccine?: What do Hong… https://t.co/2BcsNrdV4q,"{'type': 'Point', 'coordinates': [100.65507813, 13.86200131]}","{'type': 'Point', 'coordinates': [13.86200131, 100.65507813]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='00adfc303ce5a941', url='https://api.twitter.com/1.1/geo/id/00adfc303ce5a941.json', place_type='city', name='ท่าแร้ง', full_name='ท่าแร้ง, ประเทศไทย', country_code='TH', country='Thailand', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[100.6189401, 13.8425093], [100.6857012, 13.8425093], [100.6857012, 13.886681], [100.6189401, 13.886681]]]), attributes={})",2020-08-12 00:04:33,1,False,4,-0.6456596745980407,0.5243165496887734
2020-08-12 00:04:45,18035,1293337591304028161,Russian President Vladimir Putin announced Tuesday that the country has approved the world’s first COVID-19 vaccine… https://t.co/e97TzSz580,"{'type': 'Point', 'coordinates': [-77.666667, 23.916667]}","{'type': 'Point', 'coordinates': [23.916667, -77.666667]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='b631437cf2f16804', url='https://api.twitter.com/1.1/geo/id/b631437cf2f16804.json', place_type='country', name='Bahamas', full_name='Bahamas', country_code='BS', country='Bahamas', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-80.4756102, 20.9122628], [-72.7122759, 20.9122628], [-72.7122759, 27.2376712], [-80.4756102, 27.2376712]]]), attributes={})",2020-08-12 00:04:45,0,False,4,-0.301202873485067,0.7399276458186314
2020-08-12 00:05:02,18036,1293337660887465984,This is one quarantine ritual that I hope continues! (I usually play too but was eliminated in the play-in game.)… https://t.co/jaALTxcG3g,"{'type': 'Point', 'coordinates': [-77.099, 38.9833]}","{'type': 'Point', 'coordinates': [38.9833, -77.099]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='864ff125241f172f', url='https://api.twitter.com/1.1/geo/id/864ff125241f172f.json', place_type='city', name='Bethesda', full_name='Bethesda, MD', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-77.158594, 38.940225], [-77.078411, 38.940225], [-77.078411, 39.0224493], [-77.158594, 39.0224493]]]), attributes={})",2020-08-12 00:05:02,0,False,0,-1.2842560850546356,0.27685646470529
2020-08-12 00:05:38,18037,1293337811802882050,Podcast: Aug 11: Michael Flynn DC Circuit argument features Thoreau's trout in milk as UNSG antonioguterres fake qu… https://t.co/NWwgRxSwLU,"{'type': 'Point', 'coordinates': [-74.00122, 40.7136799]}","{'type': 'Point', 'coordinates': [40.7136799, -74.00122]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='01a9a39529b27f36', url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', place_type='city', name='Manhattan', full_name='Manhattan, NY', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]), attributes={})",2020-08-12 00:05:38,0,False,0,-0.8480885225238091,0.4282327072947164
2020-08-12 00:05:42,18038,1293337828814917632,"The Parliamentary Opposition has called on the Government to provide a special $10,000-per student COVID assistance… https://t.co/EmDJT1fxzS","{'type': 'Point', 'coordinates': [-76.79359674, 18.00989629]}","{'type': 'Point', 'coordinates': [18.00989629, -76.79359674]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='d66ca907ceb62690', url='https://api.twitter.com/1.1/geo/id/d66ca907ceb62690.json', place_type='country', name='Jamaika', full_name='Jamaika', country_code='JM', country='Jamaika', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-78.3688776, 17.7057855], [-76.183028, 17.7057855], [-76.183028, 18.5250291], [-78.3688776, 18.5250291]]]), attributes={})",2020-08-12 00:05:42,0,False,4,-0.3116404679125624,0.7322447463899745
