date,Unnamed: 0,id,text,coordinates,geo,place,date,retweet_count,retweeted,prediction,log_pos_proba,pos_proba
2020-04-02 06:37:40,7720,1245601275208593408,Lost in the City of #düsseldorf #corona #cityphotography #cityview #citylife #stadtfotografie #stadtansichten… https://t.co/ylCr5Tmara,"{'type': 'Point', 'coordinates': [6.78022214, 51.22679446]}","{'type': 'Point', 'coordinates': [51.22679446, 6.78022214]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='b7d3c12268abd20e', url='https://api.twitter.com/1.1/geo/id/b7d3c12268abd20e.json', place_type='city', name='Düsseldorf', full_name='Düsseldorf, Deutschland', country_code='DE', country='Deutschland', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[6.688728, 51.124357], [6.939888, 51.124357], [6.939888, 51.352537], [6.688728, 51.352537]]]), attributes={})",2020-04-02 06:37:40,0,False,4,-0.6703408796690894,0.511534176462498
2020-04-02 06:58:17,7721,1245606464191746057,"Just finished install this, lets fight Covid 19. Wash your hands frequently and keep it clean and the most importan… https://t.co/wfpfNMvEso","{'type': 'Point', 'coordinates': [106.85404471, -6.26412998]}","{'type': 'Point', 'coordinates': [-6.26412998, 106.85404471]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='f48804e2e35d1099', url='https://api.twitter.com/1.1/geo/id/f48804e2e35d1099.json', place_type='city', name='Pasar Minggu', full_name='Pasar Minggu, Indonesia', country_code='ID', country='Indonesien', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[106.812497, -6.324587], [106.863013, -6.324587], [106.863013, -6.262399], [106.812497, -6.262399]]]), attributes={})",2020-04-02 06:58:17,0,False,4,-0.15337695377627816,0.857806307532167
2020-04-02 07:10:02,7722,1245609420693729285,"Corona virus quiz!

A little bit of Thursday fun!
How spoiled is your dog!
Comment your scores... @ Paws Patrol Wal… https://t.co/74BOeeWO1p","{'type': 'Point', 'coordinates': [-4.0560288, 51.6630572]}","{'type': 'Point', 'coordinates': [51.6630572, -4.0560288]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='56d80c09c52e04cd', url='https://api.twitter.com/1.1/geo/id/56d80c09c52e04cd.json', place_type='city', name='Gorseinon', full_name='Gorseinon, Wales', country_code='GB', country='Vereinigtes Königreich', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-4.080063, 51.657076], [-4.0174475, 51.657076], [-4.0174475, 51.680257], [-4.080063, 51.680257]]]), attributes={})",2020-04-02 07:10:02,0,False,4,-0.2780026373076945,0.7572948242922348
2020-04-02 07:11:53,7723,1245609883799416833,welcome 2 the #terrordome F@$k u corona @ USA https://t.co/NFjGTF72Ws,"{'type': 'Point', 'coordinates': [88.36988095, 22.54890952]}","{'type': 'Point', 'coordinates': [22.54890952, 88.36988095]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='70957ac3123b3249', url='https://api.twitter.com/1.1/geo/id/70957ac3123b3249.json', place_type='city', name='Kalkutta', full_name='Kalkutta, Republik Indien', country_code='IN', country='Republik Indien', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]), attributes={})",2020-04-02 07:11:53,0,False,4,-0.04251915487353941,0.9583721078485984
2020-04-02 07:12:17,7724,1245609985041563648,🦅🦅🦅THE EAGLE🦅🦅🦅 | Yoooooh!! When we done withe Corona this place is gonna be hot cake because Corona will come and… https://t.co/bGSAJin4rj,"{'type': 'Point', 'coordinates': [34.75, 0.28333333]}","{'type': 'Point', 'coordinates': [0.28333333, 34.75]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='01e42255315478d8', url='https://api.twitter.com/1.1/geo/id/01e42255315478d8.json', place_type='city', name='Kakamega', full_name='Kakamega, Kenya', country_code='KE', country='Kenia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[34.7227609, 0.2478323], [34.7906956, 0.2478323], [34.7906956, 0.3023919], [34.7227609, 0.3023919]]]), attributes={})",2020-04-02 07:12:17,0,False,4,-0.17126375673000352,0.8425993029233897
2020-04-02 07:18:55,7725,1245611655393734656,"Comic Strip 
Day 9
Quarantine
#21dayslockdown 
#21dayslockdownindia 
Kolkata, 2020
. . . .
. . . 
#covid_19… https://t.co/aJ0qkdGb3j","{'type': 'Point', 'coordinates': [88.3697, 22.5697]}","{'type': 'Point', 'coordinates': [22.5697, 88.3697]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='70957ac3123b3249', url='https://api.twitter.com/1.1/geo/id/70957ac3123b3249.json', place_type='city', name='Kalkutta', full_name='Kalkutta, Republik Indien', country_code='IN', country='Republik Indien', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]), attributes={})",2020-04-02 07:18:55,0,False,4,-0.6083506251815431,0.5442477977980267
2020-04-02 07:21:23,7726,1245612274443644928,"What do you think about the pink?

More fun with hair during corona virus isolation.

#funwithhair #rona #pink… https://t.co/YZ9yR3O2uC","{'type': 'Point', 'coordinates': [-123.1204, 49.2819]}","{'type': 'Point', 'coordinates': [49.2819, -123.1204]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='1e5cb4d0509db554', url='https://api.twitter.com/1.1/geo/id/1e5cb4d0509db554.json', place_type='city', name='Vancouver', full_name='Vancouver, British Columbia', country_code='CA', country='Kanada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-123.224215, 49.19854], [-123.022947, 49.19854], [-123.022947, 49.316738], [-123.224215, 49.316738]]]), attributes={})",2020-04-02 07:21:23,0,False,4,-0.18043195047736,0.8349094939563754
2020-04-02 07:30:24,7727,1245614542643576832,"Ati sanitizer😂😂🍒..my hands my mask
.
.
.
.🌶️🤩🍒🍓
#ignairobi #instagram #corona #igkeny #igdaily #iamnairobian… https://t.co/ifJxGkMT8T","{'type': 'Point', 'coordinates': [36.79002776, -1.28066272]}","{'type': 'Point', 'coordinates': [-1.28066272, 36.79002776]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='01e215db7136a37e', url='https://api.twitter.com/1.1/geo/id/01e215db7136a37e.json', place_type='city', name='Nairobi', full_name='Nairobi, Kenya', country_code='KE', country='Kenia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[36.6645733, -1.3890532], [37.0626672, -1.3890532], [37.0626672, -1.1606735], [36.6645733, -1.1606735]]]), attributes={})",2020-04-02 07:30:24,0,False,4,-0.35782601690451593,0.6991947124852106
2020-04-02 07:43:35,7728,1245617861474697216,Shocked at what the world is . Isolation is boring but safe #isolation #corona #boring #misswork #drag #dragqueen… https://t.co/ruy0pJAoip,"{'type': 'Point', 'coordinates': [-0.12731805, 51.50711486]}","{'type': 'Point', 'coordinates': [51.50711486, -0.12731805]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='457b4814b4240d87', url='https://api.twitter.com/1.1/geo/id/457b4814b4240d87.json', place_type='city', name='London', full_name='London, England', country_code='GB', country='Vereinigtes Königreich', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-0.187894, 51.483718], [-0.109978, 51.483718], [-0.109978, 51.5164655], [-0.187894, 51.5164655]]]), attributes={})",2020-04-02 07:43:35,0,False,0,-1.2145033827298162,0.2968574022060423
2020-04-02 07:45:23,7729,1245618316418248704,We're All In This Together #familyhike #outside #outandabout #hike #hikeindiana #hiking #hikingadventures #Indiana… https://t.co/mWJ6CCnzzJ,"{'type': 'Point', 'coordinates': [-85.95118, 40.12542]}","{'type': 'Point', 'coordinates': [40.12542, -85.95118]}","Place(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, id='1010ecfa7d3a40f8', url='https://api.twitter.com/1.1/geo/id/1010ecfa7d3a40f8.json', place_type='admin', name='Indiana', full_name='Indiana, USA', country_code='US', country='Vereinigte Staaten', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000018E74B4CEF0>, type='Polygon', coordinates=[[[-88.097892, 37.771743], [-84.78458, 37.771743], [-84.78458, 41.761368], [-88.097892, 41.761368]]]), attributes={})",2020-04-02 07:45:23,0,False,4,-0.19579701080516784,0.8221791112163401
